iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit of measurement,value,source
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,74.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,15.0,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,523.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,108.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,335.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,142.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,154.0,CTS
CZE,Czechia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,60.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,2825.0,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,748.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,19.0,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,4.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,7.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,2.0,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,1.0,CTS
MMR,Myanmar,Asia,South-eastern Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,4.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,0.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,24.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,94.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,43.0,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,64.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,117.0,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,5.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,170.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,428.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,145.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,154.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,1534.0,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,702.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,16.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,1.0,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,4.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,757.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,0.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,19.0,CTS
OMN,Oman,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,0.0,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,0.0,PPR
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,456.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,75.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,46.0,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,39.0,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,2.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,217.0,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,6.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,103.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,531.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,254.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,18.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,1652.0,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,880.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0.0,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,5.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0.0,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,3.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,717.0,CTS
MMR,Myanmar,Asia,South-eastern Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,13.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,1.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,27.0,CTS
OMN,Oman,Asia,Western Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0.0,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0.0,PPR
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,339.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,65.0,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,17.0,CTS
VEN,Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,41.0,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,177.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,145.0,CTS
CAN,Canada,Americas,Northern America,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,505.0,CTS
CHE,Switzerland,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,90.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,18.0,CTS
DEU,Germany,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,1628.0,CTS
ESP,Spain,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,970.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,0.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,0.0,CTS
HRV,Croatia,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,3.0,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,9.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,3.0,CTS
LVA,Latvia,Europe,Northern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,2.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,1353.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,0.0,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,0.0,PPR
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,382.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,66.0,CTS
